zone09  Latitude        Longitude
238     41.77230711340  -87.65432710120
239     41.77257431400  -87.63488226880
240     41.77293552540  -87.61546073810
241     41.77323790840  -87.59606315360
242     41.77299800520  -87.57752231420
243     41.75752190410  -87.67333798440
244     41.75776548620  -87.65395664490
245     41.75804923980  -87.63450945440
246     41.75837654820  -87.61506634240
247     41.75866601010  -87.59570590460
248     41.75889943930  -87.57616354560
249     41.74297455750  -87.67298289150
250     41.74323407190  -87.65355810580
251     41.74350054460  -87.63410138030
252     41.74378195630  -87.61471273470
253     41.74406579470  -87.59535116090
254     41.74434779610  -87.57589372060
255     41.75797055250  -87.55784915210
256     41.74457669360  -87.55641265970
257     41.74346471040  -87.54014432050
258     41.71330070170  -87.71139251260
259     41.71354338120  -87.69177404820
260     41.69871389480  -87.71089977270
261     41.69897290590  -87.69127418720
262     41.68382578020  -87.72979361830
263     41.68412127290  -87.71035078540
264     41.68436906830  -87.69078561110
265     41.72838315270  -87.67262060780
266     41.72866205410  -87.65316609480
267     41.72889753730  -87.63370594970
268     41.72916455820  -87.61433104160
269     41.72946614280  -87.59500257640
270     41.72975937280  -87.57557993870
271     41.71380370160  -87.67220574030
272     41.71406472730  -87.65274818550
273     41.71431971690  -87.63333617720
274     41.71457596850  -87.61395992610
275     41.71489206340  -87.59460081480
276     41.71315116990  -87.57285763940
277     41.69925481940  -87.67173992690
278     41.69952017710  -87.65232094200
279     41.69973998320  -87.63295326050
280     41.70000600560  -87.61357085900
281     41.69839335390  -87.59177232840
282     41.69737283310  -87.57163497510
283     41.68468517640  -87.67129281770
284     41.68498097780  -87.65190402220
285     41.68520116650  -87.63252653580
286     41.68373638890  -87.61087777800
287     41.68277299260  -87.59066208900
288     41.68093844030  -87.56907245290
289     41.67039805400  -87.65144802040
290     41.66907267690  -87.62984015010
291     41.66820449880  -87.60970034950
292     41.66643886650  -87.58833588900
293     41.66648036240  -87.56896823650
294     41.65354279220  -87.62871473550
295     41.65184184920  -87.60756572560
296     41.65188415330  -87.58822782610
297     41.65194794380  -87.56894714210
298     41.72784902160  -87.55372760910
299     41.72771000370  -87.53673342400
300     41.71202589220  -87.55255591250
301     41.71013718500  -87.53244008220
302     41.69548524740  -87.54988857430
303     41.69543995060  -87.53256030550
304     41.68097129380  -87.54973308140
305     41.68091408850  -87.53248320590
306     41.66642825760  -87.54964598630
307     41.66639191340  -87.53246728680
308     41.65188428990  -87.54952780980
309     41.65189973560  -87.53239558850
310     42.13955458840  -88.21890907870
311     42.13951942130  -88.18008271690
312     42.13952118210  -88.14114860580
313     42.11040047290  -88.21892680650
314     42.11034517470  -88.18006706310
315     42.11043133750  -88.14113574470
316     42.08151563030  -88.21883087110
317     42.08149981900  -88.17992659870
318     42.08154470770  -88.14108966360
319     42.05609443200  -88.24321556970
320     42.05647556890  -88.20333753330
321     42.05670082100  -88.16425494100
322     42.03058169240  -88.24286138170
323     42.03119507130  -88.20326757340
324     42.03171017090  -88.16427720300
325     42.00136459300  -88.24302172600
326     42.00200331690  -88.20346760920
327     42.00966600810  -88.17401457380
328     42.00989449270  -88.15439073630
329     41.99506053150  -88.17413174470
330     41.99534029660  -88.15454874180
331     42.13959478870  -88.10214532560
332     42.13939960630  -88.06308829340
333     42.14648990100  -88.03376634130
334     42.14643449110  -88.01427398660
335     42.13199862410  -88.03389454560
336     42.13191236590  -88.01429593410
337     42.11062185280  -88.10222423730
338     42.11774710540  -88.07293920130
339     42.11762930680  -88.05342584010
340     42.11755964830  -88.03396970790
341     42.11743626160  -88.01440837470
342     42.10324095710  -88.07300593200
343     42.10318454060  -88.05341783410
344     42.10307823030  -88.03402633560
345     42.10295143820  -88.01450157190
346     42.08160675460  -88.10237174450
347     42.08875711230  -88.07304789370
348     42.08869388160  -88.05349599060
349     42.08855867550  -88.03411065460
350     42.08846305860  -88.01462002980
351     42.07426008460  -88.07315098450
352     42.07413891800  -88.05363392900
353     42.07403811780  -88.03421823900
354     42.07397003930  -88.01469629840
355     42.05719635430  -88.12709366490
356     42.06149535290  -88.09943328730
357     42.06187248870  -88.07975207880
358     42.06217905440  -88.05997956990
359     42.06236540420  -88.04033124140
360     42.05222789090  -88.09940094970
361     42.05305191020  -88.07966681480
362     42.05375207000  -88.05992574930
363     42.05424911760  -88.04032629540
364     42.03960047500  -88.13674454240
365     42.04043643620  -88.11915242420
366     42.04124680200  -88.09945659990
367     42.04204754640  -88.07978522080
368     42.04280439050  -88.06011170810
369     42.04335532900  -88.04045170550
370     42.02506965360  -88.13673690210
371     42.02587246730  -88.11920409410
372     42.02664567530  -88.09962472230
373     42.02736487930  -88.08000388350
374     42.02818857140  -88.06031912510
375     42.02873984570  -88.04080212200
376     42.01043043300  -88.13681414340
377     42.01119652260  -88.11920151810
378     42.01194959350  -88.09968963150
379     42.01267697160  -88.08013283220
380     42.00650075980  -88.05085224380
381     41.99585619060  -88.13688968670
382     41.99654019550  -88.11926375750
383     41.99733642460  -88.09975509070
384     41.99805833960  -88.08016650880
385     42.14640291070  -87.99475832150
386     42.14634716100  -87.97532910100
387     42.14619044840  -87.95595398780
388     42.14603369540  -87.93644122690
389     42.14589326780  -87.91682955600
390     42.14577955330  -87.89725911170
391     42.13188728800  -87.99484090600
392     42.13179335200  -87.97548102030
393     42.13163336770  -87.95618049450
394     42.13150123180  -87.93672477580
395     42.13141199150  -87.91717046470
396     42.13128240520  -87.89751335220
397     42.11734777050  -87.99490319310
398     42.11726787010  -87.97557975330
399     42.11715221630  -87.95619382050
400     42.11704794030  -87.93678819500
401     42.11691648300  -87.91731944720
402     42.11679455220  -87.89775215810
403     42.10285477990  -87.99502105310
404     42.10274840790  -87.97558674590
405     42.10264683900  -87.95617491100
406     42.10254943900  -87.93679623760
407     42.10243261420  -87.91739628590
408     42.10229986940  -87.89787234800
409     42.08838063350  -87.99507202180
410     42.08826194080  -87.97567385010
411     42.08810091930  -87.95621472160
412     42.08800966980  -87.93678757760
413     42.08794663240  -87.91740914460
414     42.08783561760  -87.89792690630
415     42.07386344210  -87.99521926450
416     42.07370922070  -87.97578836790
417     42.07361739570  -87.95631723040
418     42.07350208410  -87.93684327050
419     42.07341620000  -87.91743432700
420     42.07329744160  -87.89797935460
421     42.05883436490  -88.02502845360
422     42.05895959420  -88.00979085440
423     42.05897065150  -87.98991994740
424     42.05900029130  -87.97012557590
425     42.05908772510  -87.95067354040
426     42.05911634950  -87.93109930780
427     42.03633277330  -88.01527693120
428     42.04401955240  -87.98976493770
429     42.04423721710  -87.96995143190
430     42.04456973400  -87.95046103630
431     42.04473132510  -87.93091235070
432     42.02932169700  -87.98952838860
433     42.02957189720  -87.96978468790
434     42.02992437920  -87.95027376850
435     42.03015660980  -87.93075071470
436     42.00708554880  -88.01509941090
437     42.01471761580  -87.98943478720
438     42.01493818730  -87.96964261380
439     42.01526372080  -87.95001797560
440     42.01553431380  -87.93058867980
441     42.00011085500  -87.98898385820
442     42.00038351970  -87.96934223020
443     42.00063828200  -87.94977019580
444     42.14570893950  -87.87763276540
445     42.14564325820  -87.85806235350
446     42.14556332210  -87.83853931940
447     42.14547061320  -87.81900294820
448     42.14536459780  -87.79943037100
449     42.14522274680  -87.77985880160
450     42.13120588160  -87.87789335940
451     42.13109305340  -87.85834249370
452     42.13103517610  -87.83883375160
453     42.13097249920  -87.81928625740
454     42.13082227780  -87.79966849230
455     42.13068432270  -87.78004854380
456     42.11669448960  -87.87816049760
457     42.11664453150  -87.85863283610
458     42.11655325700  -87.83903218210
459     42.11647278560  -87.81952615020
460     42.11632186900  -87.79992784320
461     42.11611948550  -87.78027254990
462     42.10217724580  -87.87827851530
463     42.10212989940  -87.85879491710
464     42.10207305690  -87.83924851360
465     42.10193654890  -87.81971278350
466     42.10179071650  -87.80012797200
467     42.10154427470  -87.78050421190
468     42.08038184540  -87.86868922510
469     42.08755775550  -87.83940985760
470     42.08744384940  -87.81990401120
471     42.08727694740  -87.80036728570
472     42.08704231950  -87.78084232890
473     42.07303312870  -87.83955298390
474     42.07293012380  -87.82013372720
475     42.07279077640  -87.80065656530
476     42.07257501990  -87.78117327310
477     42.05923620920  -87.91279881300
478     42.05948684670  -87.89435653430
479     42.05971653730  -87.87469128810
480     42.05995475480  -87.85510212970
481     42.06018586400  -87.83540935490
482     42.06033436310  -87.81581267940
483     42.04509038860  -87.91258978250
484     42.04572465430  -87.89430589130
485     42.04623740390  -87.87464281900
486     42.04682721250  -87.85511957500
487     42.04739626200  -87.83557173020
488     42.04777808050  -87.81596306140
489     42.03056847770  -87.91257071490
490     42.03117598430  -87.89435722490
491     42.03170628100  -87.87468980620
492     42.03224273450  -87.85518856060
493     42.03284459390  -87.83575856180
494     42.03329592060  -87.81619943720
495     42.01597815240  -87.91246710050
496     42.01663050110  -87.89436867810
497     42.01718263970  -87.87478853450
498     42.01771585270  -87.85527063240
499     42.01830478770  -87.83582481700
500     42.00270394620  -87.87492459200
501     42.00325412440  -87.85543256290
502     42.00379442880  -87.83592872870
503     42.14430758090  -87.76119601330
504     42.13037489550  -87.76066571690
505     42.12855372470  -87.74525336440
506     42.11586620930  -87.76089048240
507     42.11497026030  -87.73971522160
508     42.10125977590  -87.76112745870
509     42.10104653040  -87.74171501930
510     42.09974093590  -87.72295559240
511     42.08676701170  -87.76135767800
512     42.08652502520  -87.74190484860
513     42.08628285350  -87.72248680400
514     42.08445394660  -87.70210120390
515     42.07227558000  -87.76166497830
516     42.07199629960  -87.74211036920
517     42.07174742410  -87.72248165220
518     42.07160740220  -87.70301888970
519     42.07096928390  -87.68536162800
520     42.06036428660  -87.79578941330
521     42.06026168340  -87.77589709480
522     42.06008867170  -87.75645181000
523     42.05994441100  -87.73707841760
524     42.05989058260  -87.71783159260
525     42.05995778840  -87.69887350020
526     42.04803973680  -87.79603578400
527     42.04809500340  -87.77616586860
528     42.04804856380  -87.75670016180
529     42.04799704770  -87.73730175050
530     42.04809263510  -87.71802753870
531     42.04835119970  -87.69901662510
532     42.03359678860  -87.79629620780
533     42.03368974670  -87.77652699370
534     42.03359635460  -87.75707627760
535     42.03351914870  -87.73766576970
536     42.03358743870  -87.71835482820
537     42.03383605780  -87.69930561570
538     42.01910428080  -87.79655921890
539     42.01920772030  -87.77687855140
540     42.01913001420  -87.75750444650
541     42.01902492160  -87.73808252620
542     42.01905786290  -87.71866092890
543     42.00453258740  -87.73846578710
544     42.00457613880  -87.71897284240
545     42.05976730290  -87.68033628310
546     42.04835366150  -87.68008089730
547     42.03375228920  -87.67853934870
548     41.95836256660  -87.87603053770
549     41.95977621910  -87.81704863600
550     41.94323596000  -87.91243949470
551     41.94352607840  -87.89496591020
552     41.94389772350  -87.87557445480
553     41.92867675010  -87.91217653470
554     41.92899724490  -87.89432466910
555     41.92939171360  -87.87495375490
556     41.92985277400  -87.85541433720
557     41.93026735360  -87.83583736210
558     41.93062863560  -87.81627695730
559     41.91416205810  -87.91192907780
560     41.91450950800  -87.89380339970
561     41.91487280870  -87.87437916240
562     41.91529033130  -87.85495002540
563     41.91566682100  -87.83536546840
564     41.91603994600  -87.81576225520
565     41.89982603240  -87.91185910560
566     41.89992047790  -87.89343249920
567     41.90019706040  -87.87399100720
568     41.90061574850  -87.85451189750
569     41.90101769560  -87.83488226340
570     41.90135685380  -87.81527428920
571     41.88477066350  -87.91189978990
572     41.88508310220  -87.89338379290
573     41.88544251990  -87.87357118170
574     41.88593335210  -87.85399044460
575     41.88635936020  -87.83434693270
576     41.88670997400  -87.81475217100
577     41.86966791170  -87.91136850250
578     41.87026925470  -87.89259896620
579     41.87082144630  -87.87302042550
580     41.87134513680  -87.85336552220
581     41.87176732010  -87.83379791600
582     41.87212654600  -87.81420396070
583     41.85519674280  -87.91079627000
584     41.85569723910  -87.89195983110
585     41.85625058690  -87.87233783380
586     41.85674853710  -87.85274602790
587     41.85716562020  -87.83319815970
588     41.85753312940  -87.81370446510
589     41.84062913540  -87.91013114120
590     41.84113614750  -87.89130638720
591     41.84164411170  -87.87171353840
592     41.84215063870  -87.85212745830
593     41.84257675020  -87.83260098010
594     41.84292204000  -87.81314223480
595     41.82604194630  -87.90953576920
596     41.82647773340  -87.89067062680
597     41.82707127700  -87.87111227710
598     41.82756933150  -87.85150752970
599     41.82800651660  -87.83200960270
600     41.82836258120  -87.81255690590
601     41.90169752370  -87.79523975970
602     41.88706840790  -87.79480204070
603     41.87246136600  -87.79433243930
604     41.85785562440  -87.79386454370
605     41.85816457910  -87.77392991820
606     41.85841873890  -87.75431059580
607     41.84324813050  -87.79338500890
608     41.84353582160  -87.77354953640
609     41.84381106290  -87.75386730340
610     41.82864644750  -87.79289167950
611     41.82893693340  -87.77313228120
612     41.82923475170  -87.75348987140
613     41.81146136510  -87.90835621150
614     41.81191839920  -87.88909824430
615     41.81242711680  -87.86957811340
616     41.81288159500  -87.84994282510
617     41.81328721450  -87.83044112290
618     41.81365229140  -87.81154806090
619     41.79688638840  -87.90770390520
620     41.79733577780  -87.88845763350
621     41.79776425170  -87.86896910980
622     41.79819337020  -87.84938973220
623     41.79864965930  -87.83021047870
624     41.79891276790  -87.81129645050
625     41.78231692630  -87.90713540340
626     41.78274206540  -87.88783386690
627     41.78317799080  -87.86837019250
628     41.78365587620  -87.84908216610
629     41.78395552720  -87.83018934910
630     41.78442883030  -87.81103753390
631     41.76775080040  -87.90657875670
632     41.76812227280  -87.88721453310
633     41.76852731170  -87.86780107050
634     41.76902196960  -87.84877375410
635     41.76944823260  -87.82977834200
636     41.76984438880  -87.81039906200
637     41.75321919970  -87.90601089340
638     41.75361023460  -87.88674694360
639     41.75402725370  -87.86744696410
640     41.75441247280  -87.84833325210
641     41.75486491710  -87.82912233650
642     41.75522762310  -87.80972836940
643     41.73866670750  -87.90546122230
644     41.73910693490  -87.88631148150
645     41.73942390310  -87.86719255520
646     41.73992174590  -87.84792179230
647     41.74023838020  -87.82853662240
648     41.74062162740  -87.80908132960
649     41.81401317820  -87.79242314540
650     41.81439200900  -87.77273636660
651     41.81472761560  -87.75312719490
652     41.77024917810  -87.79085363860
653     41.77062822920  -87.77123204000
654     41.77099272610  -87.75176417320
655     41.75563117420  -87.79026549240
656     41.75602950360  -87.77073867690
657     41.75636714360  -87.75131593600
658     41.74101579530  -87.78967949930
659     41.74136827850  -87.77025317410
660     41.74173384960  -87.75089991760
661     41.67827671400  -88.00992906510
662     41.68020929350  -87.97010320080
663     41.68942989580  -87.93089146220
664     41.65646107930  -88.00913889640
665     41.65723850200  -87.97064984510
666     41.65808680130  -87.93186847520
667     41.71698656240  -87.89510063900
668     41.71781374600  -87.85659138650
669     41.72568806600  -87.82785340110
670     41.72613362030  -87.80851083210
671     41.71111440130  -87.82726365460
672     41.71157340560  -87.80790547610
673     41.68787261600  -87.89418612980
674     41.68868698060  -87.85546873960
675     41.68947227350  -87.81678849600
676     41.65881560190  -87.89312588570
677     41.65958778910  -87.85444285530
678     41.66031964400  -87.81567164250
679     41.72657574880  -87.78952295810
680     41.72688826920  -87.77035151730
681     41.72718948470  -87.75076338980
682     41.72751385670  -87.73121436510
683     41.72781611840  -87.71172739010
684     41.72811295750  -87.69215526890
685     41.71207423560  -87.78900644180
686     41.71243138670  -87.76986254370
687     41.71268148620  -87.75030065540
688     41.71299288750  -87.73085834190
689     41.69744893670  -87.78840713210
690     41.69780395380  -87.76928471790
691     41.69807789680  -87.74976967500
692     41.69840267530  -87.73035979800
693     41.68288925230  -87.78784939150
694     41.68321852570  -87.76872200540
695     41.68348567240  -87.74923389180
696     41.66823715090  -87.78721797070
697     41.66858122450  -87.76816774650
698     41.66888381390  -87.74865133250
699     41.66921382970  -87.72921211780
700     41.66950514780  -87.70980170050
701     41.66980055670  -87.69029207280
702     41.65359828490  -87.78664498350
703     41.65392236800  -87.76758660130
704     41.65424228940  -87.74808229630
705     41.65457068700  -87.72862203800
706     41.65491278390  -87.70921071400
707     41.65529680850  -87.68975182290
708     41.67007166410  -87.67082757750
709     41.65554240490  -87.67033627240
710     41.65441139900  -87.64879254210
711     41.62973993370  -87.89233090670
712     41.63756861470  -87.86364351640
713     41.63789982310  -87.84421778960
714     41.62301970800  -87.86324016400
715     41.62335914450  -87.84382653990
716     41.63119742340  -87.81472751180
717     41.60066766990  -87.89139043750
718     41.60130967370  -87.85269121870
719     41.60198400350  -87.81363274880
720     41.57157499520  -87.89050392740
721     41.57222295930  -87.85173861880
722     41.57283512010  -87.81269804870
723     41.63902737470  -87.78611262260
724     41.63932466290  -87.76704390650
725     41.63965068100  -87.74756930990
726     41.63996819940  -87.72806354580
727     41.64034783820  -87.70860558520
728     41.64071579670  -87.68917530540
729     41.62442756390  -87.78554365770
730     41.62470454760  -87.76650918470
731     41.62502261210  -87.74704099620
732     41.62536049080  -87.72752760070
733     41.62573989140  -87.70803590350
734     41.62499644010  -87.68697827360
735     41.60977563810  -87.78503709780
736     41.61005510160  -87.76602427110
737     41.61039314350  -87.74654783690
738     41.61073858960  -87.72697912110
739     41.61012843900  -87.70600488220
740     41.60949858680  -87.68622988140
741     41.59511584810  -87.78452810190
742     41.59543872770  -87.76553878370
743     41.59577679560  -87.74603602880
744     41.59529962680  -87.72512237580
745     41.59470580250  -87.70530152730
746     41.59356148890  -87.68486157610
747     41.58053083650  -87.78407321750
748     41.58081924410  -87.76504988650
749     41.58047557160  -87.74431975480
750     41.57997171140  -87.72446612820
751     41.57895349110  -87.70409391590
752     41.57900813810  -87.68473689350
753     41.56599609250  -87.78365310370
754     41.56537602800  -87.76348124020
755     41.56528631440  -87.74370426930
756     41.56436291790  -87.72346027290
757     41.56443438340  -87.70399537720
758     41.56445656680  -87.68459791900
759     41.63973397000  -87.66787604350
760     41.63887608140  -87.64792209390
761     41.63721430990  -87.62688467910
762     41.63724861650  -87.60754192450
763     41.63727447730  -87.58816357350
764     41.63731425560  -87.56887919180
765     41.62418077110  -87.66710069300
766     41.62263349350  -87.64619989690
767     41.62266423980  -87.62673160900
768     41.62267908830  -87.60741108530
769     41.62270294280  -87.58808654260
770     41.62275701480  -87.56869411310
771     41.60814610870  -87.66562261110
772     41.60817791380  -87.64617140150
773     41.60821063930  -87.62667698800
774     41.60819769530  -87.60729910980
775     41.60824500680  -87.58788439130
776     41.60831742500  -87.56851264510
777     41.59360387190  -87.66556005650
778     41.59364161720  -87.64620109080
779     41.59371163710  -87.62672117020
780     41.59373576950  -87.60725726200
781     41.59376214110  -87.58786292300
782     41.59381880280  -87.56847450420
783     41.57904457380  -87.66547969930
784     41.57913243330  -87.64615831900
785     41.57920226760  -87.62664001130
786     41.57923589860  -87.60718192000
787     41.57926485210  -87.58783721230
788     41.57932833690  -87.56843405960
789     41.56454625030  -87.66536763570
790     41.56460925020  -87.64601692470
791     41.56472272400  -87.62646960100
792     41.56475282450  -87.60697921680
793     41.56481660760  -87.58768481550
794     41.56483285640  -87.56833922960
795     41.63736047600  -87.54947000770
796     41.63740173370  -87.53239224250
797     41.62281312440  -87.54929816810
798     41.62286312670  -87.53230331470
799     41.60833993760  -87.54912181970
800     41.60836751830  -87.53217341980
801     41.59387083900  -87.54906619150
802     41.59386682840  -87.53222144550
803     41.57935455270  -87.54899063870
804     41.57940195700  -87.53222614500
805     41.56486367310  -87.54892115920
806     41.56490063890  -87.53219391990
807     41.54324372240  -87.77210847760
808     41.54250796670  -87.73266988890
809     41.54986377330  -87.70381944830
810     41.54990803560  -87.68443197530
811     41.53526026020  -87.70360269490
812     41.53530833300  -87.68425647690
813     41.51349756780  -87.77098792870
814     41.52070185450  -87.74207342090
815     41.52068979490  -87.72282748800
816     41.50619268610  -87.74196269190
817     41.50609708780  -87.72271456450
818     41.52067294850  -87.70346569560
819     41.52071731000  -87.68409003310
820     41.50610166910  -87.70332782780
